Question,Answer,Filename
"What is the License Grant for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['Subject to the terms and conditions of this Agreement, Zogenix hereby grants to Distributor a non-exclusive, royalty-free, limited right under the Zogenix Trademarks solely to promote, market, sell, offer for sale, import, package and distribute the Product in Field in the Territory in accordance with the terms of this Agreement.', 'Subject to the terms and conditions of this Agreement, Zogenix hereby appoints Distributor, and Distributor accepts appointment, as the exclusive distributor (even as to Zogenix) of the Product in the Field in the Territory during the Term, and grants to Distributor the exclusive rights to maintain Regulatory Approval of (while Distributor is the MAH Party), package, promote, market, offer for sale, sell, import and distribute the Product in the Field in the Territory during the Term.', 'Distributor hereby grants Zogenix an irrevocable, perpetual, world-wide, royalty-free, fully paid-up, non-exclusive license with the right to grant sublicenses under such Distributor Inventions and any patents or patent applications claiming or disclosing such Distributor Inventions.', 'Distributor hereby grants Zogenix an irrevocable, perpetual, royalty-free, fully paid-up, exclusive license with the right to grant sublicenses to use such Data solely generated and co-owned by Distributor outside of the Territory and a co-exclusive license in the Territory upon expiration or termination of the Agreement.', ""Such license shall also include Zogenix's agreement to use Commercially Reasonable Efforts to enable Distributor to establish manufacturing capability for the Product in or for the Territory at Distributor's cost."", 'In the event that Zogenix is the holder of the Regulatory Approval for the Product in the Territory at the time of termination pursuant to Section 12.2(c) by Zogenix or Section 12.2(d) by Distributor or expiration pursuant to Section 12.1, such license agreement shall also include a grant by Zogenix to Distributor of the right to reference and use all Data and Regulatory Filings (including all Regulatory Approvals), such reference and use solely for maintaining Regulatory Approval and commercializing the Product in the Territory in the Field.', 'Subject to the terms and conditions of this Agreement, Zogenix hereby grants to Distributor an co-exclusive, royalty-free, limited right under the Product Trademarks solely to promote, market, sell, offer for sale, import, package and distribute the Product in Field in the Territory in accordance with the terms of this Agreement.']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Source Code Escrow for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Audit Rights for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","[""Zogenix will have the right, upon reasonable prior written notice and during Distributor's regular business hours, to audit Distributor's and its Affiliates' books and records by an independent certified public accounting firm of recognized international standing, and Distributor shall ensure that Zogenix has the right to audit its Sub-distributors' and subcontractors' books and records, to investigation potential violations of any of the representations, warranties or covenants in this Section 10.2, the FCPA or other Applicable Laws or Distributor's compliance policies."", 'Inspections conducted under this Section 7.5 shall be at the expense of Zogenix, unless a variation or error producing an underpayment in amounts payable exceeding [***] of the amount paid for a period covered by the inspection is established, in which case all reasonable costs relating to the inspection for such period shall be paid by Distributor.', ""Such inspections may be made no more than once each Fiscal Year (unless an audit or inspection reveals a material inaccuracy in reports made under this Agreement, in which case it may be repeated within such Fiscal Year), and during normal business hours, with reasonable efforts to minimize disruption of Distributor's normal business activities."", ""Upon reasonable prior written notice, Distributor shall permit an independent, certified public accountant selected by Zogenix and reasonably acceptable to Distributor, which acceptance will not be unreasonably withheld or delayed, to audit or inspect those books or records of Distributor and its Affiliates and Sub-distributors that relate to Net Sales for the sole purpose of verifying: (a) the payments due hereunder and payments due under the Supply Agreement; (b) the withholding taxes, if any, required by Applicable Laws to be withheld; and (c) Distributor's compliance with Sections 10.1 and 10.2. Such accountant will disclose to Zogenix only the amount and accuracy of payments reported and actually paid or otherwise payable under this Agreement or the Supply Agreement, and will send a copy of the report to Distributor at the same time it is sent to Zogenix. Prompt adjustments (including<omitted>interest under Section 7.6 for underpaid amounts) shall be made by the Parties to reflect the results of such audit."", 'Such records shall be subject to inspection in accordance with Section 7.5.', 'Such audit may be made no more than once each Fiscal Year (unless an audit reveals a violation under this Agreement, in which case an additional audit may be conducted within such Fiscal Year);', ""Not more than once per Fiscal Year or as otherwise agreed by the Parties, and subject to the terms of the applicable agreement between Zogenix and its Third Party manufacturers, Zogenix shall, at Distributor's request, conduct GMP audits of the Third Party manufacturers and, if applicable, exercise such other audit rights that Zogenix may have under such agreements, and shall disclose to Distributor the results of such audits.""]",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Uncapped Liability for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","[""NEITHER PARTY SHALL BE ENTITLED TO RECOVER FROM THE OTHER PARTY ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL OR PUNITIVE DAMAGES IN CONNECTION WITH THIS AGREEMENT; provided however, that this Section 10.5 shall not be construed to limit (a) either Party's right to special, incidental or consequential damages for the other Party's breach of Article 8 or (b) either Party's indemnification rights or obligations under Article 11.""]",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Liquidated Damages for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Warranty Duration for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Insurance for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?","['Each Party shall provide a certificate of insurance (or evidence of self-insurance) evidencing such coverage to the other Party upon written request.', 'Each Party, at its own expense, shall maintain product liability and other appropriate insurance (or self- insure) in an amount consistent with industry standards during the Term.']",ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Third Party Beneficiary for the contract between Nippon Shinyaku Company, Ltd. and ZOGENIX, INC.?",[],ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement.pdf
"What is the Document Name for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",['INTELLECTUAL PROPERTY AGREEMENT'],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Agreement Date for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['December 31, 2018']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Effective Date for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['December 31, 2018']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Expiration Date for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Renewal Term for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Governing Law for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['This Agreement shall be governed by the laws of the State of Delaware, its rules of conflict of laws notwithstanding.']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Most Favored Nation for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Exclusivity for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Competitive Restriction Exception for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Minimum Commitment for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['Logo Size: The minimum logo size is 1"" or 25mm. In digital formats, the minimum width is 100 pixels at 72 dpi.']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Volume Restriction for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the License Grant for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?","['Subject to the terms and conditions of this Agreement, the Company hereby grants to Seller a perpetual, non- exclusive, royalty-free license in, to and under the Company Licensed Know-How for use in the Arizona Field throughout the world.', 'Subject to the terms and conditions of this Agreement, the Company hereby grants to Seller a perpetual, non-exclusive, royalty-free license in, to and under the Company Licensed Patents for use in the Arizona Field throughout the world.', 'Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in Section 7.1), non-assignable (except as set forth in Section 13.2) license in, to and under the Diamond Licensed Trademarks for the Diamond Trademark License Term for use with respect to the Diamond Product throughout the world only in the form and manner set forth on Schedule 6.2.', 'Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a perpetual, non-exclusive, royalty-free license in, to and under the Arizona Licensed Patents for use in the Company Field throughout the world.', 'Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a perpetual, non- exclusive, royalty-free license in, to and under the Arizona Licensed Copyrights for use in the Company Field throughout the world.', 'Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in Section 7.1), non-assignable license in, to and under the Arizona Licensed Trademarks for the Arizona Trademark License Term for use in the Company Field throughout the world only in the form and manner that such Arizona Licensed Trademarks are used in the Business as of the Closing, provided that the Company shall use commercially reasonable efforts to present the Arizona Licensed Trademarks in the form set forth on Schedule 6.1.', 'Subject to the terms and conditions of this Agreement, Arizona hereby grants to the Company a perpetual, non- exclusive, royalty-free license in, to and under the Arizona Licensed Know-How for use in the Company Field throughout the world.', 'Subject to the terms and conditions of this Agreement, the license set forth in Section 6.1 shall include the right of the Company to use the Arizona Domain Names solely in connection with the applicable Arizona Licensed Trademarks in the Company Field during the Arizona Trademark License Term, in the ordinary course of business in a manner generally consistent with the past practice of Arizona in the Company Field.', 'Subject to the terms and conditions of this Agreement, the Company hereby grants to Seller a perpetual, non- exclusive, royalty-free license in, to and under the Company Licensed Copyrights for use in the Arizona Field throughout the world.']",ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Source Code Escrow for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Audit Rights for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Uncapped Liability for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Liquidated Damages for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Warranty Duration for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Insurance for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Third Party Beneficiary for the contract between Armstrong Flooring, Inc. and AFI Licensing LLC,?",[],ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf
"What is the Document Name for the contract between Twentieth Century Fox Licensing & Merchandising and Sorrent, Inc?",['WIRELESS CONTENT LICENSE AGREEMENT'],GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf
